#,Tênis Verde,IMDB,Título,1a. Vez,Última Vez,Vezes,Nota
729,contos-da-noite,tt1828229,Contos da Noite,2014-06-22,2014-06-22,1,3
728,enders-game-o-jogo-do-exterminador,tt1731141,Ender's Game O Jogo do Exterminador,2014-06-21,2014-06-21,1,3
727,como-treinar-o-seu-dragao-2,tt1646971,Como Treinar o Seu Dragão 2,2014-06-19,2014-06-19,1,5
726,a-face-do-mal,tt2386278,A Face do Mal,2014-06-15,2014-06-15,1,4
725,a-culpa-e-das-estrelas,tt2582846,A Culpa é das Estrelas,2014-06-14,2014-06-14,1,5
724,american-pie-apresenta-o-livro-do-amor,tt1407050,American Pie Apresenta O Livro do Amor,2014-06-13,2014-06-13,1,3
723,amor-sem-fim,tt2318092,Amor Sem Fim,2014-06-13,2014-06-13,1,4
722,evocando-espiritos,tt0492044,Evocando Espíritos,2014-06-12,2014-06-12,1,3
721,armacoes-do-amor,tt0427229,Armações do Amor,2014-06-12,2014-06-12,1,3
720,malevola,tt1587310,Malévola,2014-06-11,2014-06-11,1,4
719,no-limite-do-amanha,tt1631867,No Limite do Amanhã,2014-06-10,2014-06-10,1,4
718,exit-through-the-gift-shop,tt1587707,Exit Through the Gift Shop,2014-06-07,2014-06-07,1,5
717,computer-chess,tt2007360,Computer Chess,2014-06-06,2014-06-06,1,3
716,metropolis,tt0017136,Metrópolis,2014-06-06,2014-06-06,1,5
715,sherlock-jr,tt0015324,Sherlock Jr.,2014-06-06,2014-06-06,1,5
714,o-cheiro-do-ralo,tt0489458,O Cheiro do Ralo,2014-05-31,2014-05-31,1,5
713,godzilla,tt0831387,Godzilla,2014-05-28,2014-05-28,1,5
712,x-men-dias-de-um-futuro-esquecido,tt1877832,X-Men Dias de um Futuro Esquecido,2014-05-26,2014-05-26,1,4
711,turbo,tt1860353,Turbo,2014-05-23,2014-05-23,1,4
710,trainspotting-sem-limites,tt0117951,Trainspotting Sem Limites,2014-05-21,2014-05-21,1,5
709,manhattan,tt0079522,Manhattan,2014-05-20,2014-05-20,1,4
708,holy-motors,tt2076220,Holy Motors,2014-05-15,2014-05-15,1,5
707,following,tt0154506,Following,2014-05-14,2014-05-14,1,4
706,divergente,tt1840309,Divergente,2014-05-13,2014-05-13,1,3
705,tudo-o-que-voce-sempre-quis-saber-sobre-sexo-e-tinha-medo-de-perguntar,tt0068555,Tudo o Que Você Sempre Quis Saber Sobre Sexo E Tinha Medo de Perguntar,2014-05-10,2014-05-10,1,3
704,monty-python-o-sentido-da-vida,tt0085959,Monty Python O Sentido da Vida,2014-05-10,2014-05-10,1,5
703,scarface,tt0086250,Scarface,2014-05-10,2014-05-10,1,5
702,o-ancora-a-lenda-de-ron-burgundy,tt0357413,O Âncora A Lenda de Ron Burgundy,2014-05-08,2014-05-08,1,3
701,amante-a-domicilio,tt2258345,Amante a Domicílio,2014-05-08,2014-05-08,1,3
700,o-espetacular-homem-aranha-2-a-ameaca-de-electro,tt1872181,O Espetacular Homem-Aranha 2 A Ameaça de Electro,2014-05-06,2014-05-06,1,3
699,presente-de-grego,tt0092605,Presente de Grego,2014-05-02,2014-05-02,1,4
698,o-misterio-das-duas-irmas,tt0815245,O Mistério das Duas Irmãs,2014-05-01,2014-05-01,1,3
697,capital-america-2-o-soldado-invernal,tt1843866,Capitão América 2 O Soldado Invernal,2014-04-27,2014-04-27,1,3
696,no-impact-man,tt1280011,No Impact Man,2014-04-27,2014-04-27,1,3
695,abel,tt1479668,Abel,2014-04-26,2014-04-26,1,3
694,hoje-eu-quero-voltar-sozinho,tt1702014,Hoje Eu Quero Voltar Sozinho,2014-04-23,2014-04-23,1,4
693,actores-sa,tt3336632,Actores S.A.,2014-04-20,2014-04-20,1,2
692,uma-manha-gloriosa,tt1126618,Uma Manhã Gloriosa,2014-04-19,2014-04-19,1,4
691,woman-in-love,tt1802810,Woman in Love,2014-04-18,2014-04-18,1,3
690,as-cronicas-de-spiderwick,tt0416236,As Crônicas de Spiderwick,2014-04-17,2014-04-17,1,3
689,gigantes-de-aco,tt0433035,Gigantes de Aço,2014-04-16,2014-04-16,1,4
688,noe,tt1959490,Noé,2014-04-09,2014-04-09,1,4
687,oblivion,tt1483013,Oblivion,2014-04-06,2014-04-06,1,3
686,tipo-ruim,tt0307213,Tipo Ruim,2014-04-05,2014-04-05,1,4
685,um-monstro-em-paris,tt0961097,Um Monstro em Paris,2014-04-05,2014-04-05,1,3
684,penelope,tt0472160,Penelope,2014-04-05,2014-04-05,1,3
683,curtindo-a-vida-adoidado,tt0091042,Curtindo a Vida Adoidado,2014-04-02,2014-04-02,1,5
682,os-irmaos-cara-de-pau,tt0080455,Os Irmãos Cara de Pau,2014-03-30,2014-03-30,1,5
681,300-a-ascencao-do-imperio,tt1253863,300 A Ascensão do Império,2014-03-25,2014-03-25,1,2
680,inside-llewyn-davis-balada-de-um-homem-comum,tt2042568,Inside Llewyn Davis Balada de Um Homem Comum,2014-03-24,2014-03-24,1,5
679,a-princesinha,tt0113670,A Princesinha,2014-03-23,2014-03-23,1,5
678,o-mundo-imaginario-do-doutor-parnassus,tt1054606,O Mundo Imaginário do Doutor Parnassus,2014-03-22,2014-03-22,1,2
677,team-america-detonando-o-mundo,tt0372588,Team America Detonando o Mundo,2014-03-19,2014-03-19,1,4
676,ninfomaniaca-volume-2,tt2382009,Ninfomaníaca Volume 2,2014-03-18,2014-03-18,1,4
675,diario-de-uma-paixao,tt0332280,Diário de uma Paixão,2014-03-15,2014-03-15,1,4
674,a-mentira,tt1282140,A Mentira,2014-03-14,2014-03-14,1,1
673,nova-york-eu-te-amo,tt0808399,Nova York Eu Te Amo,2014-03-13,2014-03-13,1,5
672,o-exorcismo-de-emily-rose,tt0404032,O Exorcismo de Emily Rose,2014-03-08,2014-03-08,1,4
671,ela,tt1798709,Ela,2014-03-07,2014-03-07,1,5
670,poltergeist-o-fenomeno,tt0084516,Poltergeist O Fenômeno,2014-03-06,2014-03-06,1,4
669,o-homem-do-planeta-x,tt0043778,O Homem do Planeta X,2014-03-04,2014-03-04,1,2
668,onde-os-fracos-nao-tem-vez,tt0477348,Onde os Fracos não Têm Vez,2014-03-04,2014-03-04,1,4
667,abutres,tt1542852,Abutres,2014-03-04,2014-03-04,1,5
666,voltar-a-morrer,tt0101669,Voltar a Morrer,2014-03-04,2014-03-04,1,3
665,a-big-love-story,tt1769383,A Big Love Story,2014-03-03,2014-03-03,1,3
664,o-equilibrista,tt1155592,O Equilibrista,2014-03-02,2014-03-02,1,5
663,o-estranho-mundo-de-jack,tt0107688,O Estranho Mundo de Jack,2014-03-02,2014-03-02,1,4
662,el-santos-vs-la-tetona-nervosa,tt2243275,El Santos VS la Tetona Mendoza,2014-03-02,2014-03-02,1,3
661,a-hora-da-zona-morta,tt0085407,A Hora da Zona Morta,2014-03-01,2014-03-01,1,4
660,sharknado,tt2724064,Sharknado,2014-03-01,2014-03-01,1,1
659,a-outra-historia-americana,tt0120586,A Outra História Americana,2014-02-26,2014-02-26,1,4
658,robocop-2014,tt1234721,RoboCop,2014-02-24,2014-02-24,1,4
657,depois-do-casamento,tt0457655,Depois do Casamento,2014-02-22,2014-02-22,1,5
656,os-homens-que-encaravam-cabras,tt1234548,Os Homens que Encaravam Cabras,2014-02-15,2014-02-15,1,4
655,mama,tt2023587,Mama,2014-02-15,2014-02-15,1,2
654,trapaca,tt1800241,Trapaça,2014-02-13,2014-02-13,1,4
653,chasing-ice,tt1579361,Chasing Ice,2014-02-09,2014-02-09,1,4
652,louca-obsessao,tt0100157,Louca Obsessão,2014-02-09,2014-02-09,1,5
651,um-final-de-semana-em-hyde-park,tt1477855,Um Final de Semana em Hyde Park,2014-02-08,2014-02-08,1,3
650,uma-aventura-lego,tt1490017,Uma Aventura LEGO,2014-02-08,2014-03-03,2,5
649,o-grande-levowski,tt0118715,O Grande Lebowski,2014-02-07,2014-02-07,1,5
648,malena,tt0213847,Malena,2014-02-05,2014-02-05,1,4
647,a-tale-of-two-sisters,tt0365376,Medo,2014-02-02,2014-02-02,1,2
646,together-is-too-much,tt1570577,Together Is Too Much,2014-02-01,2014-02-01,1,3
645,a-menina-que-roubava-livros,tt0816442,A Menina que Roubava Livros,2014-02-01,2014-02-01,1,4
644,os-croods,tt0481499,Os Croods,2014-01-31,2014-01-31,1,3
643,o-lobo-de-wall-street,tt0993846,O Lobo de Wall Street,2014-01-30,2014-01-30,1,5
642,abra-os-olhos,tt0125659,Abra os Olhos,2014-01-29,2014-01-29,1,5
641,ninfomaniaca,tt1937390,Ninfomaníaca,2014-01-27,2014-01-27,1,4
640,ajuste-de-contas,tt1661382,Ajuste de Contas,2014-01-25,2014-01-25,1,4
639,o-cliente,tt0109446,O Cliente,2014-01-24,2014-01-24,1,4
638,boy-meets-girl-1984,tt0086994,Boy Meets Girl,2014-01-23,2014-01-23,1,4
637,sonhando-acordado,tt0484111,Sonhando Acordado,2014-01-19,2014-01-19,1,4
636,natureza-quase-humana,tt0219822,Natureza Quase Humana,2014-01-19,2014-01-19,1,4
635,silk,tt0494834,Silk,2014-01-18,2014-01-18,1,2
634,minha-vida-dava-um-filme,tt1698648,Minha Vida Dava um Filme,2014-01-18,2014-01-18,1,3
633,madrugada-muito-louca,tt0366551,Madrugada Muito Louca,2014-01-17,2014-01-17,1,3
632,a-casa-silenciosa,tt1767382,A Casa Silenciosa,2014-01-13,2014-01-13,1,4
631,separados-pelo-casamento,tt0452594,Separados pelo Casamento,2014-01-13,2014-01-13,1,4
630,atividade-paranormal-marcados-pelo-mal,tt2473682,Atividade Paranormal Marcados pelo Mal,2014-01-12,2014-01-12,1,2
629,invasores,tt0427392,Invasores,2014-01-11,2014-01-11,1,4
628,frozen-uma-aventura-congelante,tt2294629,Frozen Uma Aventura Congelante,2014-01-09,2014-01-09,1,4
627,blue-jasmine,tt2334873,Blue Jasmine,2014-01-07,2014-01-07,1,3
626,bling-ring-a-gangue-de-hollywood,tt2132285,Bling Ring A Gangue de Hollywood,2014-01-02,2014-01-02,1,4
625,a-vida-e-morte-de-bobby-z,tt0473188,A Vida e a Morte De Bobby Z,2014-01-01,2014-01-01,1,1
624,peixe-grande-e-suas-historias-maravilhosas,tt0319061,Peixe Grande e Suas Histórias Maravilhosas,2013-12-30,2013-12-30,1,4
623,frances-ha,tt2347569,Frances Ha,2013-12-29,2013-12-29,1,4
622,contato,tt0118884,Contato,2013-12-29,2013-12-29,1,5
621,a-vida-secreta-de-walter-mitty,tt0359950,A Vida Secreta de Walter Mitty,2013-12-26,2013-12-26,1,4
620,um-lugar-qualquer,tt1421051,Um Lugar Qualquer,2013-12-25,2013-12-25,1,4
619,terapia-de-risco,tt2053463,Terapia de Risco,2013-12-24,2013-12-24,1,4
618,azul-e-a-cor-mais-quente,tt2278871,Azul é a Cor Mais Quente,2013-12-23,2013-12-23,1,3
617,toda-forma-de-amor,tt1532503,Toda Forma de Amor,2013-12-22,2013-12-22,1,3
616,tokyo-godfathers,tt0388473,Tokyo Godfathers,2013-12-22,2013-12-22,1,3
615,a-rosa-purpura-do-cairo,tt0089853,A Rosa Púrpura do Cairo,2013-12-16,2013-12-16,1,4
614,gatinhas-e-gatoes,tt0088128,Gatinhas e Gatões,2013-12-15,2013-12-15,1,4
613,missao-madrinha-de-casamento,tt1478338,Missão Madrinha de Casamento,2013-12-14,2013-12-14,1,5
612,bolt-supercao,tt0397892,Bolt Supercão,2013-12-13,2013-12-13,1,4
611,jogos-vorazes-em-chamas,tt1951264,Jogos Vorazes Em Chamas,2013-07-12,2013-07-12,1,4
610,um-time-show-de-bola,tt1634003,Um Time Show de Bola,2013-04-12,2013-04-12,1,3
609,speed-racer,tt0811080,Speed Racer,2013-11-28,2013-11-28,1,5
608,o-panaca,tt0079367,O Panaca,2013-11-27,2013-11-27,1,4
607,o-lugar-onde-tudo-termina,tt1817273,O Lugar Onde Tudo Termina,2013-11-22,2013-11-22,1,5
606,a-conversacao,tt0071360,A Conversação,2013-11-16,2013-11-16,1,5
605,antes-so-do-que-mal-acompanhado,tt0093748,Antes Só do que Mal Acompanhado,2013-11-16,2013-11-16,1,5
604,fora-de-controle,tt0264472,Fora de Controle,2013-11-15,2013-11-15,1,3
603,reino-dos-gatos,tt0347618,Reino dos Gatos,2013-09-11,2013-09-11,1,3
602,elvira-a-rainha-das-trevas,tt0095088,Elvira A Rainha das Trevas,2013-08-11,2013-08-11,1,3
601,a-morte-lhe-cai-bem,tt0104070,A Morte lhe Cai Bem,2013-11-02,2013-11-02,1,4
600,south-park-maior-melhor-e-sem-cortes,tt0158983,South Park Maior Melhor e Sem Cortes,2013-11-02,2013-11-02,1,4
599,era-uma-vez-em-toquio-1953,tt0046438,Era uma Vez em Tóquio,2013-10-31,2013-10-31,1,5
598,the-wind-rises,tt2013293,O Vento Está Soprando,2013-10-28,2013-10-28,1,4
597,giuseppe-tornatore-todo-filme-e-meu-primeiro-filme,tt3031762,Giuseppe Tornatore Todo Filme é Meu Primeiro Filme,2013-10-26,2013-10-26,1,3
596,los-tentados,tt2805584,Los tentados,2013-10-26,2013-10-26,1,2
595,os-suspeitos-2013,tt1392214,Os Suspeitos,2013-10-25,2013-10-25,1,5
594,o-grande-golpe,tt0049406,O Grande Golpe,2013-10-24,2013-10-24,1,4
593,2001-uma-odisseia-no-espaco,tt0062622,2001 Uma Odisséia no Espaço,2013-10-23,2013-10-23,1,5
592,o-balconista,tt0109445,O Balconista,2013-10-20,2013-10-20,1,3
591,o-show-de-truman,tt0120382,O Show de Truman,2013-10-20,2013-10-20,1,5
590,aqui-e-o-meu-lugar,tt1440345,Aqui é o Meu Lugar,2013-10-20,2013-10-20,1,3
589,wajma,tt2551492,Wajma,2013-10-19,2013-10-19,1,3
588,a-morte-passou-perto,tt0048254,A Morte Passou Perto,2013-10-19,2013-10-19,1,3
587,barry-lyndon,tt0072684,Barry Lyndon,2013-10-18,2013-10-18,1,5
586,gravidade,tt1454468,Gravidade,2013-10-17,2013-10-17,1,5
585,preenchendo-o-vazio,tt2219514,Preenchendo o Vazio,2013-10-16,2013-10-16,1,3
584,kung-fusao,tt0373074,Kung-Fusão,2013-10-06,2013-10-06,1,4
583,a-familia,tt2252680,La gran familia española,2013-10-04,2013-10-04,1,3
582,across-the-universe,tt0445922,Across the Universe,2013-09-28,2013-09-28,1,5
581,robocop-o-policial-do-futuro-1987,tt0093870,RoboCop O Policial do Futuro,2013-09-27,2013-09-27,1,5
580,invocacao-do-mal,tt1457767,Invocação do Mal,2013-09-26,2013-09-26,1,4
579,elysium,tt1535108,Elysium,2013-09-21,2013-09-21,1,3
578,lovelace,tt1426329,Lovelace,2013-09-18,2013-09-18,1,3
577,se-puder-dirija,tt2211808,Se Puder... Dirija!,2013-09-07,2013-09-07,1,2
576,flores-raras,tt2217458,Flores Raras,2013-08-26,2013-08-26,1,4
575,ed-wood,tt0109707,Ed Wood,2013-08-23,2013-08-23,1,5
574,victim,tt0918575,Victim,2013-08-11,2013-08-11,1,5
573,circulo-de-fogo,tt0236133,Círculo de Fogo,2013-08-10,2013-08-10,1,4
572,red-2-aposentados-e-ainda-mais-perigosos,tt1821694,Red 2 Aposentados e Ainda Mais Perigosos,2013-08-05,2013-08-05,1,3
571,o-morto-vivo,tt0742063,O Morto Vivo,2013-08-05,2013-08-05,1,4
570,warriors-os-selvagens-da-noite,tt0080120,Warriors Os Selvagens da Noite,2013-08-02,2013-08-02,1,5
569,amor-pleno,tt1595656,Amor Pleno,2013-08-01,2013-08-01,1,4
568,os-amantes-passageiros,tt2243389,Os Amantes Passageiros,2013-07-28,2013-07-28,1,3
567,as-strippers-zumbi,tt0960890,As Strippers Zumbi,2013-07-28,2013-07-28,1,2
566,a-hora-do-pesadelo,tt1239853,A Hora do Pesadelo,2013-07-28,2013-07-28,1,4
565,retratos-de-uma-obsessao,tt0265459,Retratos de uma Obsessão,2013-07-21,2013-07-21,1,4
564,tinha-que-ser-voce,tt1046947,Tinha Que Ser Você,2013-07-19,2013-07-19,1,4
563,ninguem-e-perfeito,tt0919103,Ninguém é Perfeito,2013-07-14,2013-07-14,1,3
562,o-mesmo-amor-a-mesma-chuva,tt0210843,El Mismo Amor La Misma Lluvia,2013-07-13,2013-07-13,1,3
561,o-homem-de-aco,tt0770828,O Homem de Aço,2013-07-13,2013-07-13,1,3
560,em-algum-lugar-do-passado,tt0081534,Em Algum Lugar do Passado,2013-07-12,2013-07-12,1,5
559,conduzindo-miss-daisy,tt0097239,Conduzindo Miss Daisy,2013-07-11,2013-07-11,1,4
558,dezesseis-luas,tt1559547,Dezesseis Luas,2013-07-10,2013-07-10,1,1
557,meu-malvado-favorito-2,tt1690953,Meu Malvado Favorito 2,2013-07-09,2013-07-09,1,4
556,universidade-monstros,tt1453405,Universidade Monstros,2013-07-01,2013-07-01,1,4
555,o-clube-das-desquitadas,tt0116313,O Clube das Desquitadas,2013-07-01,2013-07-01,1,3
554,harry-e-sally-feitos-um-para-o-outro,tt0098635,Harry e Sally,2013-07-01,2013-07-01,1,5
553,antes-da-meia-noite,tt2209418,Antes da Meia-Noite,2013-06-27,2013-06-27,1,5
552,007-os-diamantes-sao-eternos,tt0066995,007 Os Diamantes São Eternos,2013-06-25,2013-06-25,1,3
551,star-trek,tt0796366,Star Trek,2013-06-17,2013-06-17,1,5
550,indie-game-the-movie,tt1942884,Indie Game The Movie,2013-06-17,2013-06-17,1,3
549,alem-da-escuridao-star-trek,tt1408101,Além da Escuridão Star Trek,2013-06-17,2013-06-17,1,5
548,idiocracia,tt0387808,Idiocracia,2013-06-07,2013-06-07,1,4
547,tempo-de-despertar,tt0099077,Tempo de Despertar,2013-05-27,2013-05-27,1,4
546,alexandra,tt0374490,Alexandra,2013-05-23,2013-05-23,1,3
545,o-que-se-move,tt2925942,O Que Se Move,2013-05-17,2013-05-17,1,4
544,somos-tao-jovens,tt2215537,Somos Tão Jovens,2013-05-14,2013-05-14,1,3
543,a-morte-do-demonio,tt1288558,A Morte do Demônio,2013-05-09,2013-05-09,1,4
542,homem-de-ferro-3,tt1300854,Homem de Ferro 3,2013-05-03,2013-05-03,1,3
541,um-crime-de-mestre,tt0488120,Um Crime de Mestre,2013-04-21,2013-04-21,1,4
540,uma-historia-de-amor-e-furia,tt2231208,Uma História de Amor e Fúria,2013-04-11,2013-04-11,1,4
539,vai-que-da-certo,tt2220408,Vai que dá Certo,2013-04-08,2013-04-08,1,3
538,g-i-joe-retaliacao,tt1583421,G.I. Joe Retaliação,2013-04-04,2013-04-04,1,3
537,up,tt1049413,Up Altas Aventuras,2013-04-01,2013-04-01,1,5
536,a-parte-dos-anjos,tt1924394,A Parte dos Anjos,2013-04-01,2013-04-01,1,3
535,a-fuga,tt1667310,A Fuga,2013-03-22,2013-03-22,1,3
534,pieta,tt2299842,Pieta,2013-03-19,2013-03-19,1,4
533,de-coracao-aberto,tt2088962,De Coração Aberto,2013-03-15,2013-03-15,1,4
532,oz-magico-e-poderoso,tt1623205,Oz Mágico e Poderoso,2013-03-14,2013-03-14,1,3
531,amigos-inseparaveis,tt1389096,Amigos Inseparáveis,2013-03-12,2013-03-12,1,4
530,atras-da-porta,tt1194577,Atrás da Porta,2013-03-11,2013-03-11,1,3
529,lady-snowblood,tt0158714,Lady Snowblood,2013-03-09,2013-03-09,1,4
528,duro-de-matar-um-bom-dia-para-morrer,tt1606378,Duro de Matar Um Bom Dia para Morrer,2013-03-06,2013-03-06,1,2
527,indomavel-sonhadora,tt2125435,Indomável Sonhadora,2013-03-05,2013-03-05,1,4
526,vips,tt1235548,VIPs,2013-03-04,2013-03-04,1,5
525,anjos-da-noite,tt0139857,Anjos da Noite,2013-03-04,2013-03-04,1,1
524,a-hora-mais-escura,tt1790885,A Hora Mais Escura,2013-02-21,2013-02-21,1,4
523,o-mestre,tt1560747,O Mestre,2013-02-20,2013-02-20,1,4
522,a-viagem,tt1371111,A Viagem,2013-02-18,2013-02-18,1,5
521,meu-namorado-e-um-zumbi,tt1588173,Meu Namorado é um Zumbi,2013-02-14,2013-02-14,1,4
520,amor,tt1602620,Amor,2013-02-13,2013-02-13,1,3
519,o-voo,tt1907668,O Voo,2013-02-10,2013-02-10,1,5
518,os-miseraveis-2013,tt1707386,Os Miseráveis,2013-02-07,2013-02-07,1,3
517,o-lado-bom-da-vida,tt1045658,O Lado Bom da Vida,2013-02-07,2013-02-07,1,5
516,elefante-branco,tt2132324,Elefante Branco,2013-02-06,2013-02-06,1,4
515,django-livre,tt1853728,Django Livre,2013-02-05,2013-02-05,1,4
514,pais-do-desejo,tt2156927,País do Desejo,2013-02-04,2013-02-04,1,2
513,007-a-servico-secreto-de-sua-majestade,tt0064757,007 A Serviço Secreto de Sua Majestade,2013-02-01,2013-02-01,1,5
512,lincoln,tt0443272,Lincoln,2013-01-31,2013-01-31,1,4
511,joao-e-maria-cacadores-de-bruxas,tt1428538,João e Maria Caçadores de Bruxas,2013-01-28,2013-01-28,1,3
510,os-caca-fantasmas,tt0087332,Os Caça-Fantasmas,2013-01-24,2013-01-24,1,5
509,celebridades,tt0120533,Celebridades,2013-01-24,2013-01-24,1,4
508,s-o-o-tem-um-louco-solto-no-espaco,tt0094012,SOS Tem um Louco Solto no Espaço,2013-01-23,2013-01-23,1,4
507,amor-a-primeira-vista,tt0951538,Amor à Primeira Vista,2013-01-23,2013-01-23,1,4
506,o-filho-da-noiva,tt0592309,O Filho da Noiva,2013-01-21,2013-01-21,1,3
505,paranorman,tt1623288,ParaNorman,2013-01-20,2013-01-20,1,3
504,heleno,tt1720114,Heleno,2013-01-20,2013-01-20,1,4
503,a-entidade,tt1922777,A Entidade,2013-01-20,2013-01-20,1,3
502,janela-indiscreta,tt1612376,Janela Indiscreta,2013-01-15,2013-01-15,1,4
501,viuvas,tt1785670,Viúvas,2013-01-14,2013-01-14,1,3
500,o-som-ao-redor,tt2190367,O Som ao Redor,2013-01-14,2013-01-14,1,4
499,a-casa-da-russia,tt0100530,A Casa da Rússia,2013-01-14,2013-01-14,1,3
498,era-uma-vez-eu-veronica,tt1663661,Era Uma Vez Eu Verônica,2013-01-10,2013-01-10,1,3
497,o-impossivel,tt0186486,O Impossível Acontece,2013-01-07,2013-01-07,1,4
496,o-presente,tt0482629,O Presente,2013-01-06,2013-01-06,1,2
495,as-aventuras-de-pi,tt0454876,As Aventuras de Pi,2013-01-03,2013-01-03,1,3
494,no,tt2059255,No,2013-01-02,2013-01-02,1,4
493,os-bons-companheiros,tt0099685,Os Bons Companheiros,2013-01-01,2013-01-01,1,5
492,memorias-de-um-assassino,tt0353969,Memórias de um Assassino,2013-01-01,2013-01-01,1,4
491,a-estrada,tt0898367,A Estrada,2012-12-31,2012-12-31,1,4
490,precisamos-falar-sobre-o-kevin,tt1242460,Precisamos Falar Sobre o Kevin,2012-12-30,2012-12-30,1,5
489,detona-ralph,tt1772341,Detona Ralph,2012-12-30,2012-12-30,1,4
488,a-pele,tt0422295,A Pele,2012-12-30,2012-12-30,1,3
